parcel_id,municipal_plot_id,cadastral_owner,municipal_owner,owner_similarity,relationship,reference_area_sqm,municipal_area_sqm,area_difference_sqm_owner,area_difference_percent,severity,geometry_similarity,centroid_distance_m,area_difference_sqm_geometry,conflict_type,reason,recommendation,overall_status
P0224,M-8223,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0225,M-8224,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0226,M-8225,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0227,M-8226,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0228,M-8227,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0229,M-8228,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0230,M-8229,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0231,M-8230,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0232,M-8231,Rajesh Kumar,Rajesh Kumar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0233,M-8232,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0234,M-8233,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0235,M-8234,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0236,M-8235,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0237,M-8236,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0238,M-8237,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0239,M-8238,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0240,M-8239,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0241,M-8240,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0242,M-8241,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0243,M-8242,Rajesh Kumar,Rajesh Kumar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0244,M-8243,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0245,M-8244,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0246,M-8245,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0247,M-8246,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0248,M-8247,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0249,M-8248,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0250,M-8249,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0251,M-8250,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1224.0,24.0,2.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0252,M-8251,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0253,M-8252,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0254,M-8253,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0255,M-8254,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0256,M-8255,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0257,M-8256,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0258,M-8257,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0259,M-8258,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0260,M-8259,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0261,M-8260,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0262,M-8261,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0263,M-8262,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0264,M-8263,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0265,M-8264,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0266,M-8265,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0267,M-8266,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0268,M-8267,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0269,M-8268,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0270,M-8269,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0271,M-8270,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0272,M-8271,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0273,M-8272,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0274,M-8273,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0275,M-8274,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0276,M-8275,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0277,M-8276,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0278,M-8277,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0279,M-8278,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0280,M-8279,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0281,M-8280,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0282,M-8281,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0283,M-8282,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0284,M-8283,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0285,M-8284,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0286,M-8285,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0287,M-8286,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0288,M-8287,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0289,M-8288,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0290,M-8289,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0291,M-8290,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0292,M-8291,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0293,M-8292,Rajesh Kumar,Rajesh Kumar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0294,M-8293,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0295,M-8294,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0296,M-8295,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0297,M-8296,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0298,M-8297,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0299,M-8298,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0300,M-8299,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0301,M-8300,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0302,M-8301,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0303,M-8302,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0304,M-8303,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0305,M-8304,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0306,M-8305,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0307,M-8306,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0308,M-8307,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0309,M-8308,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0310,M-8309,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0311,M-8310,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0312,M-8311,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0313,M-8312,Rajesh Kumar,Rajesh Kumar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0314,M-8313,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0315,M-8314,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0316,M-8315,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0317,M-8316,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0318,M-8317,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0319,M-8318,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0320,M-8319,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0321,M-8320,Mahesh Deshmukh,Mahesh Deshmukh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0322,M-8321,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0323,M-8322,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0324,M-8323,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0325,M-8324,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0326,M-8325,Vijay More,Vijay More,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0327,M-8326,Rohit Kulkarni,Rohit Kulkarni,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0328,M-8327,Amit Sharma,Amit Sharma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0329,M-8328,Priya Singh,Priya Singh,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0330,M-8329,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0331,M-8330,Neha Verma,Neha Verma,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0332,M-8331,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0333,M-8332,Sunita Pawar,Sunita Pawar,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0334,M-8333,Suresh Patil,Suresh Patil,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
P0335,M-8334,Anita Joshi,Anita Joshi,100.0,LIKELY SAME OWNER,1200.0,1200.0,0.0,0.0,LOW,100.0,0.0,0.0,NO CONFLICT,Boundaries match between cadastral and municipal records.,No action required.,NO MAJOR CONFLICT
